Matrix 1 (./sample_input_for_students/easy_sample_01_1.txt):
823 759 -947
823 1590 -593
823 1555 -596
823 1795 585
823 1154 -706
823 286 -852
823 865 -896
823 934 -710
823 1360 -944
823 328 -630
823 1670 237
823 290 667
823 2248 -212
823 2295 -702
823 1152 223
823 1718 -914
823 306 850
823 1541 164
823 1052 -560
823 1189 606
823 1080 -540
823 1044 -880
823 2294 163
823 2118 -607
823 647 -327
823 1466 270
823 2930 -645
823 1311 -582
823 1768 -1017
823 809 -54
823 3089 168
823 637 956
823 1298 -1003
823 459 -970
823 2981 -844
823 2020 -930
823 698 -830
823 242 981
823 1305 -960
823 2153 -621
823 2530 -736
823 922 -987
823 1234 120
823 1048 405
823 184 -466
823 1571 -604
823 1537 -635
823 285 -883
823 2671 -884
823 1338 -796
823 2858 -832
823 7 -1004
823 2624 483
823 1293 -812
823 247 -292
823 1442 -993
823 2339 -1010
823 1134 -358
823 486 341
823 1249 559
823 346 -362
823 547 -679
823 181 -917
823 1602 -874
823 2546 -222
823 2143 -976
823 3064 -547
823 557 55
823 1093 -852
823 1453 869
823 99 -718
823 2186 -1003
823 1869 -802
823 2270 -859
823 398 -610
824 289 361
824 1010 -1008
824 1453 -611
824 397 556
824 721 -919
824 2809 -540
824 2210 -563
824 425 -683
824 268 -763
824 1876 -513
824 3053 849
824 255 -465
824 1476 22
824 2327 -1017
824 1080 -573
824 824 -724
824 433 -924
824 50 878
824 1252 -725
824 3002 -132
824 928 497
824 262 -719
824 491 22
824 1544 695
824 1511 656
824 2490 -740
824 1230 640
824 849 -1009
824 2957 -609
824 1977 -785
824 1099 878
824 1402 394
824 764 -584
824 2653 686
824 825 -968
824 331 -593
824 2983 -701
824 1240 -261
824 781 -994
824 2644 -614
824 1372 1009
824 1292 -743
824 756 989
824 375 -648
824 1611 612
824 140 859
824 702 -851
824 1539 58
824 276 1023
824 1987 -1022
824 1087 -107
824 2229 603
824 929 225
824 665 -557
824 1533 487
824 524 -306
824 1898 -243
824 1448 -594
824 626 75
824 189 880
824 1354 477
824 2284 -852
824 1543 -595
824 3029 -701
824 2533 -672
824 1537 -1003
824 1272 -802
824 1200 -704
824 992 -636
824 1063 -793
824 1136 634
824 930 -957
824 693 -890
824 2129 -344
824 768 -746
824 1271 -843
824 1036 -437
824 847 -816
824 31 -894
824 2241 -661
824 52 -677
824 422 228
824 1041 -872
824 1231 286
824 749 -766
824 424 313
824 1195 -328
824 474 -688
825 2908 151
825 3174 -855
825 2608 -833
825 33 304
825 1524 -902
826 65 -941
826 832 709
826 1102 509
826 1124 -924
826 391 433
826 366 -560
826 798 862
826 606 -808
826 640 924
826 1028 -645
826 334 271
826 103 -534
826 207 -206
826 2876 402
826 493 -776
826 2806 -863
826 919 771
826 803 -677
826 1228 -861
826 898 -973
826 2684 -706
826 2163 140
826 1491 -705
826 2979 -871
826 1687 127
826 650 582
826 384 -332
826 1231 -100
826 2355 90
826 1106 -708
826 2686 318
826 49 -875
826 1348 359
828 88 700
828 1375 -938
828 2625 -621
828 1861 -961
828 1965 -779
828 448 -570
828 588 270
828 1525 731
828 178 310
828 232 -67
828 1499 -893
828 421 246
828 632 -677
828 3008 -888
828 664 -590
828 551 -936
828 2182 -817
828 779 -971
828 2459 -603
828 1544 -976
828 169 -971
828 417 488
828 1146 -983
828 2824 -806
828 1579 -159
828 1406 -534
828 175 -603
828 3160 -552
828 1218 -772
828 843 -532
828 1673 -987
828 2288 831
828 1902 -635
828 780 -811
828 942 -823
828 226 -397
828 1421 -571
828 2641 -702
828 691 -40
828 966 -586
828 1263 397
828 183 861
828 280 -534
828 1266 -732
828 317 -933
828 2136 -550
828 1908 -1008
828 1140 -971
829 804 -575
829 162 -887
829 78 610
829 794 -688
829 1299 498
829 912 -993
829 695 117
829 1232 -860
829 1169 185
829 2167 322
829 813 -664
829 383 -557
829 2298 731
829 1267 -683
829 1745 -744
829 455 19
829 1050 -98
829 3166 -666
829 281 -808
829 313 66
829 2529 -705
829 459 102
829 506 -860
829 3008 -780
829 1214 -657
829 1920 -710
829 1593 374
829 2433 -578
829 412 -546
829 936 -211
829 61 -601
829 1179 109
829 1191 -735
829 755 -687
829 3099 388
829 653 -796
829 1321 -840
829 307 -833
829 854 -803
829 855 -921
829 1064 -867
829 2636 -204
829 2102 -971
829 123 -861
829 114 -787
829 1178 -785
829 2501 -576
829 1802 -592
829 378 -921
829 2934 159
829 1291 -991
829 2702 -608
829 756 649
829 3145 -802
829 1308 -763
829 1110 241
829 376 -544
829 1353 -890
829 1378 -355
829 58 -719
829 2777 -869
829 1160 -975
829 1445 -207
829 841 26
829 193 505
829 830 -958
829 1292 -950
829 1384 -820
829 626 -741
829 2793 -617
829 65 226
829 1795 988
829 2424 920
829 1800 -555
829 2353 -954
829 743 -809
829 1443 945
829 1082 796
829 1049 -685
829 2283 -542
829 1137 -554
829 373 973
829 692 -968
829 248 -859
829 1258 -954
829 1121 678
829 685 918
829 1531 -540
829 1074 -1019
829 118 -855
829 871 -772
829 1090 -910
829 2599 -889
829 361 -640
829 2767 -770
829 493 -743
829 1618 -791
829 754 -852
829 583 -859
829 1175 510
829 786 -888
829 1249 298
829 1015 -1011
829 982 132
829 712 -596
829 1594 -984
829 811 -669
829 2445 847
829 644 -592
829 2860 206
829 2754 -495
829 1307 667
829 2784 -556
829 850 -275
829 1039 -944
829 306 -553
829 657 -853
829 1517 -696
829 2230 844
829 1528 -846
829 509 -707
829 2099 -703
829 2998 583
829 1233 -571
829 1864 -789
829 2331 -585
829 1190 -347
829 2021 829
829 689 -675
829 56 -941
829 1646 51
829 301 -530
829 2218 -1017
829 823 -507
829 1131 -657
829 1057 -746
829 1436 -989
829 796 -665
829 1243 881
829 2737 -167
829 1978 -806
829 807 -867
829 1215 -526
829 1502 845
829 1556 -987
829 1535 0
829 829 -933
829 1587 -895
829 996 -239
829 287 -983
829 1905 934
829 2322 -971
829 1268 423
829 389 -812
829 507 -973
829 973 -792
829 1364 683
829 1369 -799
829 2038 -949
829 1751 858
830 1971 -685
830 1616 -811
830 452 -754
830 4 -667
830 722 -701
830 693 -564
830 444 -27
830 823 -657
830 848 90
830 1170 630
830 560 -689
830 251 940
830 1099 479
830 928 -755
830 1605 -882
830 1494 -971
830 482 -977
830 229 926
830 236 -637
830 503 -927
830 759 -551
830 280 138
830 2340 -578
830 583 -813
830 1285 -883
830 2420 -604
830 1391 -156
830 734 -754
830 1231 -952
830 36 -546
830 2442 -961
830 1233 -612
830 1490 -761
830 325 119
830 619 -25
830 77 -966
830 1172 -955
830 3154 -567
830 967 -307
830 1311 -956
830 1475 -560
830 1122 151
830 203 -704
830 889 247
830 738 -933
830 1281 -948
830 2486 784
830 2466 -793
830 2530 -587
830 769 -620
830 712 426
830 1197 963
830 19 -817
830 837 0
830 218 372
830 1371 -1017
830 853 -719
830 1759 59
830 55 -818
830 1415 -627
830 1296 -733
830 1055 620
830 933 740
830 1297 -645
830 2102 391
830 2719 -263
831 1079 -659
831 2470 -944
831 1398 -915
831 2969 -653
831 1114 -765
831 2922 -871
831 577 1007
831 2885 316
831 992 30
831 427 -873
831 214 251
831 3090 319
831 1210 -578
831 654 -892
831 1141 -764
831 786 -21
831 2775 538
831 689 811
831 1863 -827
831 498 -560
831 3031 60
831 1402 -1008
831 2332 -288
831 2993 -318
831 1876 -725
831 2351 -915
831 1089 -798
831 1422 -668
831 1080 -344
831 1133 -792
831 383 -542
831 133 -962
831 447 -361
831 434 863
831 302 -864
831 2991 -884
831 454 932
831 976 1001
831 219 -788
831 367 -650
831 2852 -979
831 1088 -726
831 348 -626
831 420 -1004
831 2378 -551
831 2591 3
831 2230 -996
831 1041 -805
831 16 678
831 336 -878
831 56 -514
831 194 -854
831 2817 -709
831 529 -524
831 2854 311
831 1277 -568
831 876 -553
831 801 -994
831 2340 -802
831 359 838
831 2565 -260
831 640 -799
831 1614 -647
831 386 -688
831 2405 809
831 1464 -672
831 868 -986
831 812 -654
831 831 -553
831 743 -721
831 1780 -31
831 1747 -944
831 970 -571
831 254 -752
831 2917 -35
831 1062 -675
831 918 -1023
831 698 -871
831 1155 -681
831 2215 -776
831 732 406
831 1406 -778
831 201 -871
831 235 -710
831 474 -537
831 110 -787
831 1538 -666
831 2199 -659
831 754 -793
831 2728 890
831 1901 -233
831 1907 861
831 838 -546
831 798 -920
831 1812 -723
831 329 895
831 1086 1023
831 1381 -724
831 1661 -449
831 781 -584
831 1509 39
831 462 612
831 171 -327
831 1148 -871
831 810 408
831 907 431
831 3149 -642
831 1813 -560
831 826 -512
831 1487 958
831 560 -797
831 499 -955
831 1123 358
831 65 620
831 489 8
831 1608 -145
831 435 -869
831 1189 -901
831 497 354
831 1093 -977
831 962 -748
831 145 -792
831 630 -979
831 509 702
831 1448 -789
831 2286 -4
831 2165 -761
831 482 -633
831 337 -946
831 2861 -421
831 2087 466
831 709 994
831 2552 -549
831 1744 -638
831 98 309
831 1563 -605
831 615 -543
831 555 114
831 2428 -694
831 3071 -142
832 322 -355
832 1169 -997
832 247 -865
832 3084 -718
832 1486 862
832 2669 -568
832 650 -180
832 52 -969
832 1378 -889
832 1126 -734
832 479 -885
832 794 -622
832 971 -667
832 139 507
832 1141 -32
832 9 -965
832 34 -924
832 2982 295
832 1554 -982
832 1330 -766
832 1465 827
832 1373 -565
832 1294 -671
832 1977 359
832 1471 -895
832 1395 -804
832 137 -911
832 1498 -639
832 3040 87
832 830 574
832 2701 -269
832 566 -538
832 488 1012
832 2097 -939
832 1321 997
832 194 -938
832 1618 -900
832 96 640
832 558 -562
832 1052 -609
832 16 504
832 1577 -858
832 76 500
832 855 -569
832 826 -982
832 1318 -1016
832 2777 826
832 251 -528
832 2447 -339
832 293 -687
832 1262 614
832 2098 -835
832 3087 -559
832 499 -689
832 1267 -787
832 554 -811
832 758 -698
832 390 -140
832 1569 40
832 2613 -956
832 1230 249
832 127 545
832 1424 -563
832 626 -469
832 109 -540
832 1352 240
832 2038 -738
832 1286 -531
832 1100 -886
832 1959 -774
832 3005 -849
832 835 -931
832 1070 -830
832 607 -759
832 2971 -992
832 3178 -804
832 3 -798
832 1165 -387
832 343 -846
832 1313 225
832 1422 906
832 1160 536
832 1271 -991
832 620 -771
832 459 -756
832 2332 -781
832 134 -883
832 1337 -659
832 2511 -616
832 221 611
832 320 433
832 1552 801
832 2833 -610
832 1411 -51
832 2656 384
832 2802 -951
832 1089 -815
832 1123 -768
832 968 759
832 3019 -679
832 2062 -530
832 2465 170
832 962 -542
832 2790 842
832 2434 130
832 710 -256
832 857 900
832 14 -287
832 3133 -582
832 875 -1014
832 1831 -726
832 2490 -589
832 498 805
832 1027 -628
832 589 417
832 2847 -898
832 55 -983
832 1133 -83
832 613 -1017
832 1694 -588
832 124 -120
832 1492 -964
832 2566 304
832 1289 565
832 2118 -877
832 141 -775
832 666 -249
832 220 631
832 1181 -865
832 273 -874
832 1227 -524
832 523 470
832 1360 -622
832 3082 -583
832 530 886
832 81 436
832 1256 518
832 610 -690
832 888 476
832 2819 -581
832 2003 -681
832 1248 -610
832 1725 -642
832 1214 -592
832 575 -519
832 562 -1019
832 2775 185
832 1948 743
832 506 -669
832 1236 -975
832 3173 239
832 2586 -915
832 1306 -883
832 2471 217
832 868 -554
832 1910 -1013
832 1051 -294
832 628 -70
832 1342 296
832 447 -660
832 1002 -799
833 2547 -975
833 981 -803
833 2235 -719
833 582 -995
833 1288 -471
833 13 -648
833 2968 -750
833 97 291
833 1938 -401
833 521 -584
833 1472 -701
833 273 -559
833 1937 -797
833 1027 -981
833 575 -578
833 1301 -932
833 1482 144
833 857 -674
833 1872 -727
833 830 497
833 2573 -528
833 127 -885
833 1254 -732
833 993 -908
833 626 -773
833 1263 -712
833 1963 546
833 1325 -709
833 2594 -867
833 348 -995
833 1563 -240
833 338 -516
833 1906 624
833 1473 325
833 704 923
833 1422 261
833 2920 -660
833 101 -679
833 1168 -533
833 2220 -599
833 1521 -513
833 1649 -528
833 526 -995
833 121 -646
833 834 -744
833 135 -16
833 2087 -884
833 448 -780
833 107 -291
833 11 -521
833 436 -133
833 509 -848
833 698 696
833 29 -904
833 912 -886
833 1176 -849
833 2317 -558
833 1522 429
833 1701 -619
833 2251 -963
833 527 -824
833 738 -644
833 503 -551
833 5 -71
833 1130 -841
833 115 -522
833 1462 68
833 1138 -858
833 1396 57
833 377 -732
833 561 -217
833 614 -152
833 1053 -415
833 682 411
833 1143 -688
833 557 -869
833 777 -961
833 528 -857
833 157 -200
833 790 -303
833 98 -902
833 574 -882
833 2272 -822
833 840 -219
834 1619 601
834 1177 194
834 433 -909
834 392 -750
834 2547 -665
834 829 595
834 1278 -1003
834 2712 839
834 263 -442
834 1166 487
834 959 -594
834 937 -536
834 2810 -945
834 2281 -905
834 688 -598
834 1158 164
834 523 -1016
834 283 -639
834 53 -652
834 374 -582
834 1510 -305
834 2876 -1017
834 1607 483
834 3165 587
834 2868 355
834 1285 -992
834 2569 -568
834 2391 -43
834 2235 -977
834 2816 -816
834 419 -782
834 2852 -666
834 462 1016
834 1168 -902
834 1065 -947
834 610 275
834 928 -754
834 2723 -718
834 382 56
834 307 -956
834 806 710
834 1529 373
834 1760 771
834 1787 -588
834 770 -760
834 293 481
834 2871 -239
834 2550 -564
834 1812 710
834 2456 227
834 1879 -970
834 2658 909
834 1417 -663
834 571 919
834 3148 -840
834 1063 571
834 143 -698
834 1528 -932
834 242 -583
834 2170 -645
834 2913 -995
834 144 863
834 1033 -645
834 530 -551
834 1716 -513
834 1107 73
834 1382 -939
834 1207 -577
834 2534 869
834 2479 -827
834 321 -908
834 2317 441
834 2468 -974
834 1284 -853
834 1840 458
834 1360 -440
834 115 -189
834 1531 -763
834 933 -603
834 1336 828
834 2084 -953
834 2344 -576
835 993 -869
835 1261 -883
835 1074 -758
835 2621 -660
835 2150 -887
835 819 -173
835 1450 241
835 1302 -653
835 857 -779
835 1987 -955
835 1447 972
835 1964 402
835 1879 -424
835 173 -974
835 751 -982
835 63 -971
835 3038 55
835 1163 -529
835 1203 452
835 753 837
835 431 -602
835 502 -825
835 1088 -600
835 1012 -566
835 2750 478
835 2884 222
835 1952 -696
835 2541 -3
835 1276 -919
835 641 -849
835 845 -751
835 3020 646
835 433 626
835 629 -1009
835 839 -844
835 1371 -175
835 206 410
835 3025 -865
835 1219 -50
835 3162 -533
835 279 -759
835 1604 -513
835 1216 -633
835 1420 -807
835 1101 -999
835 2721 -20
835 3058 -614
835 678 916
835 1108 -514
835 661 -970
835 402 -212
835 1609 -852
835 937 896
835 272 674
835 1431 -230
835 2942 -638
835 188 -722
835 98 412
835 1250 -244
835 2366 -358
835 150 -835
835 2004 -723
835 2957 480
835 1560 -850
835 1554 282
836 419 -607
836 295 -644
836 541 -710
836 2061 -658
836 2356 -975
836 2874 -961
836 1744 -873
836 1183 -546
836 1234 -386
836 253 439
836 1450 -389
836 2193 760
836 1269 -889
836 76 7
836 1146 -581
836 1538 714
836 2513 -714
836 1027 -44
836 1589 -934
836 1004 -35
836 1290 -569
836 757 -868
836 2114 -216
836 645 -719
836 168 -887
836 1048 -737
836 489 -899
836 956 -225
836 2138 456
836 2285 -951
836 43 580
836 2359 -458
836 1507 -528
836 367 -1022
836 772 -822
836 1239 -962
836 1757 -511
836 1091 -668
836 1018 637
836 3009 -494
836 1309 775
836 2633 -788
836 1001 -114
836 2260 -807
836 1522 -642
836 1570 964
836 2088 326
836 175 -725
836 2015 -444
836 3025 -1006
836 481 -601
836 1523 -511
836 633 -693
836 2055 -546
836 804 785
836 1284 -993
836 1330 142
836 1082 -547
836 559 257
836 2794 -939
836 1064 -838
836 469 833
836 1357 -819
836 3095 -832
836 2929 -87
836 118 156
836 946 -302
836 1369 -331
836 1278 -588
836 736 -650
836 1423 -525
836 3160 -577
836 1370 -634
836 223 -624
836 1577 -727
836 718 612
836 1446 -913
836 815 -877
836 2291 -916
836 329 -904
836 1888 895
836 2934 -1020
836 1250 366
836 2219 259
836 158 -655
836 396 -912
836 866 -548
836 97 355
836 269 734
836 1180 -848
836 903 -758
836 1169 -842
836 1449 -727
836 948 -757
836 381 -719
836 1470 -229
836 3034 -863
836 181 -103
836 354 -812
836 2811 -541
836 1776 -931
836 563 916
836 1433 842
836 2057 537
836 1140 -357
836 704 -892
836 549 -752
836 726 109
836 524 -908
836 2364 429
836 440 -960
836 1400 -655
836 304 -639
836 105 -858
836 1342 -563
836 1521 -612
836 182 334
836 1485 -663
836 517 91
836 1563 -756
836 122 -594
836 1948 -830
836 1258 -851
836 2399 1019
836 1392 -683
836 2862 -926
836 588 -968
836 1606 -419
836 2471 -1009
836 939 -790
836 636 -644
836 1379 1011
836 1508 -907
836 2490 -679
836 897 448
836 1285 302
836 9 -885
836 1060 -704
836 142 -779
836 1235 636
836 176 -643
836 1230 -751
836 1119 -648
836 3079 -924
836 578 212
836 479 -545
836 635 -775
836 512 -601
836 1372 -1011
836 373 -394
836 2953 -604
836 1398 -634
836 993 -564
836 526 -627
836 593 -403
836 1144 -832
836 136 7
836 1331 -616
836 700 777
836 1549 -794
836 1271 -521
836 459 710
836 83 -781
836 925 1007
836 2003 -730
836 2069 487
836 2914 -845
836 1985 -341
836 1002 -425
836 433 417
836 749 -549
836 833 -640
836 877 -768
836 747 -41
836 853 -672
836 314 -772
837 1216 -848
837 163 -948
837 1203 376
837 1506 750
837 562 -776
837 1006 305
837 1427 930
837 785 -776
837 2709 -559
838 1479 355
838 1315 -1012
838 90 -174
838 189 -769
838 375 -747
838 1133 -1010
838 1169 -923
838 915 -998
838 1902 -830
838 1475 194
838 302 -581
838 3157 -585
838 241 -525
838 1091 -512
838 2839 -612
838 747 -683
838 1193 -716
838 784 990
838 619 -41
838 275 -904
838 1775 135
838 1556 -610
838 688 -102
838 308 -920
838 676 -1019
838 2567 -271
838 1053 -1010
838 1186 -528
838 1050 -870
838 2631 -540
838 744 549
838 643 272
838 2088 -215
838 1363 917
838 288 233
838 1089 56
838 638 52
838 816 -607
838 1093 -755
838 931 -690
838 1921 -643
838 1321 -563
838 642 -612
838 206 488
838 127 -494
838 1642 -626
838 1459 -739
838 1539 -1004
838 668 -954
838 980 -693
838 447 -941
838 1175 -711
838 1308 606
838 1183 -333
838 948 -726
838 143 -543
838 2873 -990
838 130 658
838 1557 -822
838 1265 -941
838 271 -995
838 844 -545
838 813 -714
838 214 -168
838 1248 -707
838 637 704
838 2864 -90
838 3154 162
838 854 -945
838 205 -689
838 533 -835
838 1486 -695
838 233 -667
838 580 -908
838 520 902
838 996 -764
838 1722 -514
838 767 -919
838 510 515
838 428 -514
838 2425 -702
838 2764 640
838 1121 908
838 2531 -368
838 2502 -717
838 1284 -657
838 1119 -985
838 423 -670
838 1777 -672
838 736 -1018
838 398 -874
839 564 -298
839 1525 724
839 1799 -982
839 977 -741
839 61 -925
839 479 513
839 672 -895
839 20 669
839 3060 -994
839 826 846
839 2388 283
839 113 -876
839 346 -1010
839 254 -934
839 3145 -660
839 1146 -671
839 2041 -76
839 706 -107
839 1563 -650
839 1176 714
839 1186 232
839 1753 817
839 2466 -532
839 1519 -565
839 34 -655
840 653 -75
840 1227 -671
840 143 -609
840 175 -298
840 885 -981
840 791 -968
840 227 -1005
840 264 -708
840 2902 -926
840 1012 -603
840 1186 542
840 972 -750
840 243 -655
840 1319 648
840 2696 -609
840 65 -953
840 330 -723
840 1540 449
840 1833 -665
840 1004 -885
840 603 776
840 1790 -117
840 2398 -307
840 528 -756
840 1053 -965
840 1118 -566
840 150 -686
840 2283 357
840 884 -939
840 1451 -592
840 1588 -506
840 2073 -891
840 2081 -843
840 189 -592
840 1504 -810
840 2156 -850
840 722 168
840 368 -528
840 1104 615
840 2608 -675
840 254 -591
840 2402 -862
840 245 -753
840 2055 -1010
840 1109 -875
840 344 -841
840 174 -513
840 892 -699
840 1698 -970
840 1809 -696
840 677 -70
840 10 -659
841 349 -992
841 1301 -944
841 2531 -322
841 2467 -178
841 113 -722
841 1237 -737
841 2428 -649
841 832 940
841 2215 -593
841 457 -751
841 632 -775
841 389 -935
841 508 903
841 586 -654
841 1300 58
841 907 -644
841 65 368
841 2915 -636
841 820 -817
841 1343 -861
841 1098 -244
841 1200 -771
841 203 77
841 2881 -760
841 2679 -571
841 640 925
841 1230 -583
841 2407 61
841 2745 -106
841 1423 -833
841 1871 -641
841 1127 -766
841 224 -546
841 1788 -1015
841 3103 140
841 822 -858
841 973 -523
841 539 -895
841 1094 -336
841 1749 -1002
841 218 -822
841 702 244
841 1436 828
841 3177 -687
841 826 -528
841 682 -952
841 1430 -273
841 816 -251
841 1079 -972
841 2420 533
841 1342 -590
841 2233 -657
841 3156 496
841 2880 947
841 3000 -765
841 2552 -796
841 951 -197
841 368 -539
841 3008 352
841 1459 -639
841 3171 -1000
841 1 2
841 463 800
841 1322 -670
841 459 -679
841 1048 -285
841 1977 -118
841 509 -654
841 735 418
841 2774 -585
841 2053 -851
841 1947 -999
841 468 661
841 308 -831
841 1394 -687
841 955 -646
841 271 -27
841 613 -707
841 967 -1002
841 2610 -783
841 1523 -133
841 1299 -1015
841 1531 -941
841 1780 -792
841 343 -802
841 693 874
841 611 152
841 347 -883
841 940 -857
841 704 -819
841 1116 -516
841 1390 -792
841 1578 -567
842 631 -982
842 627 -986
842 1405 15
842 22 -278
842 707 -773
842 2022 -359
842 284 411
842 1217 640
842 618 -136
842 1290 -647
842 515 -892
842 199 -876
842 2061 -826
842 1844 -554
842 548 -562
842 1519 110
842 886 -580
842 2042 141
842 2765 -644
842 557 217
842 1456 -961
842 1122 -983
842 1228 -922
842 2373 860
842 2748 481
842 1025 -713
842 275 -704
842 857 858
843 109 -645
843 1404 -567
843 519 22
843 746 -910
843 1874 -531
843 735 -864
843 2 -744
843 917 -699
843 763 791
843 1814 -543
843 752 426
843 463 -468
843 1306 -582
843 1845 -527
843 1294 -646
843 2821 -623
843 2431 598
843 165 5
843 1325 -709
843 722 -894
843 2940 957
843 655 202
843 848 250
843 1090 -468
843 1567 296
843 1998 -814
843 1289 -899
843 452 -620
843 1623 -689
843 911 -108
843 1260 -524
843 555 -751
843 1618 -746
843 2779 -169
843 1554 345
843 1752 -760
843 265 -967
843 1651 232
843 469 648
843 261 195
843 1009 -929
843 528 -917
843 113 -536
843 462 -974
843 843 -619
843 2042 -731
843 347 999
843 2070 -413
843 613 568
843 1372 414
843 2671 775
843 1020 -625
843 70 -348
843 487 928
843 247 -45
843 921 -347
843 2031 -978
843 189 912
843 839 -876
843 745 -337
843 1150 -1006
843 685 -168
843 354 -900
843 864 -571
843 111 -919
843 21 -680
843 543 -827
843 1061 -300
843 1143 -662
843 232 -614
843 888 -758
843 2306 -685
843 3025 -272
843 31 -821
843 1084 -274
843 324 -636
843 68 -767
843 781 256
843 776 -680
843 548 922
843 597 -726
843 590 -766
843 872 -988
843 573 -849
843 1938 -653
843 830 -689
843 2024 814
843 304 -549
843 1491 161
843 1864 -857
843 1486 -824
843 790 320
843 679 257
843 206 -531
843 733 -977
843 547 795
843 507 -935
843 1620 -757
843 1122 -977
843 84 -852
843 10 155
843 814 -658
843 1556 -718
844 2109 -643
844 1275 861
844 1571 -93
844 106 -765
844 365 -933
844 3135 -753
844 1196 -439
844 1345 -113
844 536 -443
844 393 807
844 3072 -763
845 407 -318
845 133 -932
845 1245 -684
845 1140 482
845 929 705
845 318 442
845 844 -699
845 2490 -834
845 1545 797
845 2273 212
845 1460 -702
845 1464 -884
845 272 91
845 870 733
845 3144 -987
845 1067 -609
845 1735 -762
845 1962 13
845 563 -678
845 2026 -573
845 832 -533
845 410 664
845 2741 -712
845 491 -980
845 2535 -894
845 3028 348
845 3021 -958
845 653 -364
845 934 -517
845 2254 -1004
845 378 -173
845 1449 -637
845 772 -460
845 2252 -651
845 473 1018
845 935 -810
845 1022 -828
845 1129 -344
845 450 -982
845 882 -751
845 2899 114
845 2123 -527
845 475 -862
845 2604 -842
845 2667 -1010
845 1277 -617
845 2329 -588
845 658 411
845 1423 -692
845 550 -776
846 893 17
846 754 146
846 3072 657
846 3178 -912
846 2524 -74
846 441 -71
846 327 -491
846 1505 -1015
846 572 -547
846 2783 -631
846 1457 -826
846 2658 -563
846 518 -842
846 433 -831
846 142 298
846 1962 51
846 1935 -1000
846 105 -339
846 753 -917
846 938 224
846 505 -675
846 303 -301
846 2237 -433
846 643 -571
846 1098 -258
846 3151 -602
846 593 -601
846 905 -864
846 1372 -172
846 1575 -647
846 913 -421
846 1145 290
846 467 675
846 708 -765
846 551 -230
846 2916 -850
846 472 -718
846 1005 747
846 1392 -898
846 1357 -529
846 2393 597
846 56 -649
846 2730 -638
846 1061 322
846 1966 -861
846 1407 -240
846 204 -792
846 34 -807
846 371 686
846 1052 -852
846 1781 -523
846 1453 229
846 1143 -209
846 336 -814
846 175 159
846 153 314
846 1549 -632
847 1018 -1016
847 205 -531
847 1702 789
847 1639 533
847 1324 705
847 1006 -773
847 665 564
847 2450 -700
847 257 -900
847 1027 71
847 611 -734
847 1623 -947
847 370 -441
847 79 -1022
847 1436 -748
847 534 593
847 943 -403
847 2158 -866
847 2380 -678
847 862 169
847 1070 -527
847 1039 -259
847 2081 -528
847 878 119
847 1308 312
847 922 -895
847 1628 737
847 177 987
847 700 -1023
847 1009 -586
847 1057 -921
847 240 -14
847 2203 -392
847 2899 -574
847 2085 -939
847 816 2
848 1843 760
848 1209 850
848 73 -747
848 1532 -685
848 1007 -845
848 22 -705
848 1394 -974
848 1959 -820
848 66 -850
848 1035 -288
848 1756 -740
848 2990 -393
848 983 -904
848 2648 -610
848 1115 140
848 1144 -754
848 437 569
848 2552 -612
848 800 -919
848 2555 -819
848 1570 -595
848 3086 -938
848 3149 -633
848 322 -769
848 1134 -186
848 2420 -949
848 1355 -965
848 811 980
848 750 -377
848 992 -878
848 1180 -530
848 1839 -555
848 25 -838
848 363 -952
848 875 -912
848 110 -705
848 3011 -613
848 1451 -839
848 641 596
848 1071 -777
848 1231 -648
848 1404 -873
848 1327 -921
848 439 506
848 1395 -138
848 1021 -71
848 40 -872
848 133 -1018
848 1641 -627
848 3056 865
848 1058 -38
848 1576 -789
848 2653 -720
848 294 -620
848 1365 512
848 1060 12
848 340 -1001
848 3090 -628
848 3152 -616
848 2711 -834
848 1504 -222
848 954 -926
848 1722 27
848 464 -732
848 1091 -945
848 1197 -1004
848 2565 -693
848 806 -936
848 1122 -591
848 61 -980
848 418 -554
848 352 -827
848 2298 462
848 1330 -652
848 660 -532
848 1437 -703
848 943 578
848 1449 -834
848 569 -260
848 238 44
848 1384 811
848 2783 -543
849 2445 457
849 2166 -781
849 531 -778
849 2416 -751
849 709 -72
849 18 -19
849 1004 -877
849 1417 146
849 1454 -891
849 1524 -918
849 6 -612
849 1038 309
849 2974 -731
849 629 -670
849 734 -977
849 1245 688
849 523 -642
849 3038 -1010
849 2642 701
849 817 -611
849 149 -885
849 1382 167
849 107 -101
849 583 -881
849 1252 -578
850 444 -783
850 1171 434
851 1980 -1003
851 2736 -660
851 1213 -968
851 1380 2
851 1804 -823
851 1499 -956
851 1370 -218
851 1320 -882
851 54 -585
851 2185 -843
851 1548 31
851 1408 -940
851 2567 821
851 2395 -844
851 893 -771
851 833 -394
851 1346 -515
851 931 -193
851 840 -69
851 1987 -1010
851 1435 -916
851 1070 780
851 1288 -777
851 2508 -814
851 823 166
851 154 930
851 304 -990
851 826 -722
851 730 -518
851 661 236
851 217 -1003
851 659 -636
851 2277 -658
851 290 -673
851 1534 614
851 79 336
851 1982 -817
851 43 -836
851 293 -701
851 711 -1016
851 1297 -198
851 2756 -609
851 914 -589
851 433 -429
851 1266 -634
851 407 -619
851 141 -639
851 454 -507
851 381 -784
851 734 -839
851 806 -877
851 1709 -682
851 2328 -976
851 1949 382
851 477 -593
